1,1,137,285,191,148,1,3,1
1,2,595,28,98,74,1,8,1
1,3,153,28,93,44,1,8,1
1,4,233,28,43,18,1,8,1
1,5,147,61,21,42,1,2,1
1,6,84,28,70,29,1,8,1
1,7,57,28,28,15,1,8,1
1,8,23,28,26,11,1,3,1
2,8,24,28,26,11,1,3,1
2,7,57,28,28,15,1,8,1
2,5,147,61,21,42,1,2,1
2,6,84,28,70,29,1,8,1
2,3,153,28,93,44,1,8,1
2,2,596,28,98,72,1,8,1
2,1,145,280,189,147,1,3,1
2,4,233,28,42,18,1,8,1
3,1,152,275,189,144,1,3,1
3,2,598,28,97,71,1,8,1
3,3,153,28,93,44,1,8,1
3,4,233,28,42,18,1,8,1
3,5,147,61,21,42,1,2,1
3,6,84,28,70,29,1,8,1
3,7,57,28,28,15,1,8,1
3,8,24,28,26,11,1,3,1
4,6,84,28,70,29,1,8,1
4,8,24,28,26,11,1,3,1
4,7,57,28,28,15,1,8,1
4,5,147,61,21,42,1,2,1
4,2,600,28,94,69,1,8,1
4,3,153,28,93,44,1,8,1
4,4,233,28,42,18,1,8,1
4,1,160,271,188,142,1,3,1
5,7,57,28,28,15,1,8,1
5,6,84,28,70,29,1,8,1
5,5,147,61,21,42,1,2,1
5,8,24,28,26,11,1,3,1
5,3,153,28,93,44,1,8,1
5,2,601,27,94,69,1,8,1
5,1,168,266,188,142,1,3,1
5,4,233,28,42,18,1,8,1
6,1,176,262,187,140,1,3,1
6,2,603,28,90,65,1,8,1
6,3,153,28,93,44,1,8,1
6,4,233,28,42,18,1,8,1
6,5,147,61,21,42,1,2,1
6,6,84,28,70,29,1,8,1
6,7,57,28,28,15,1,8,1
6,8,29,28,24,13,1,3,1
7,7,57,28,28,15,1,8,1
7,8,29,28,24,13,1,3,1
7,5,147,61,21,42,1,2,1
7,6,84,28,70,29,1,8,1
7,3,153,28,93,44,1,8,1
7,4,233,28,42,18,1,8,1
7,2,605,28,87,63,1,8,1
7,1,184,259,186,138,1,3,1
8,7,57,28,28,15,1,8,1
8,6,84,28,70,29,1,8,1
8,5,147,61,21,42,1,2,1
8,8,29,28,24,13,1,3,1
8,3,153,28,93,44,1,8,1
8,2,607,28,86,62,1,8,1
8,1,192,254,186,138,1,3,1
8,4,233,28,42,18,1,8,1
9,1,199,249,186,138,1,3,1
9,2,608,28,82,60,1,8,1
9,3,153,28,93,44,1,8,1
9,4,233,28,42,18,1,8,1
9,5,147,61,21,42,1,2,1
9,6,84,28,70,29,1,8,1
9,7,57,28,28,15,1,8,1
9,8,29,28,24,13,1,3,1
10,6,84,28,70,29,1,8,1
10,7,57,28,28,15,1,8,1
10,5,147,61,21,42,1,2,1
10,8,29,28,24,13,1,3,1
10,3,153,28,93,44,1,8,1
10,2,610,28,80,59,1,8,1
10,1,207,246,184,135,1,3,1
10,4,233,28,42,18,1,8,1
11,1,212,241,186,133,1,3,1
11,2,611,28,79,58,1,8,1
11,3,153,28,93,44,1,8,1
11,4,233,28,42,18,1,8,1
11,5,147,61,21,42,1,2,1
11,6,84,28,70,29,1,8,1
11,7,57,28,28,15,1,8,1
11,8,29,28,24,13,1,3,1
12,8,32,28,24,13,1,3,1
12,7,57,28,28,15,1,8,1
12,6,84,28,70,29,1,8,1
12,5,147,61,21,42,1,2,1
12,4,233,28,42,18,1,8,1
12,2,613,28,69,56,1,8,1
12,1,222,237,182,133,1,3,1
12,3,153,28,93,44,1,8,1
13,1,231,232,182,133,1,3,1
13,2,613,28,68,54,1,8,1
13,3,153,28,93,44,1,8,1
13,4,233,28,42,18,1,8,1
13,5,147,61,21,42,1,2,1
13,6,84,28,70,29,1,8,1
13,7,57,28,28,15,1,8,1
13,8,32,28,24,13,1,3,1
14,7,57,28,28,15,1,8,1
14,8,32,28,24,13,1,3,1
14,5,147,61,21,42,1,2,1
14,6,84,28,70,29,1,8,1
14,3,153,28,93,44,1,8,1
14,1,238,230,178,128,1,3,1
14,4,233,28,42,18,1,8,1
14,2,615,28,67,52,1,8,1
15,1,248,225,176,126,1,3,1
15,2,616,28,65,51,1,8,1
15,3,153,28,93,44,1,8,1
15,4,233,28,42,18,1,8,1
15,5,147,61,21,42,1,2,1
15,6,84,28,70,29,1,8,1
15,7,57,28,28,15,1,8,1
15,8,32,28,24,13,1,3,1
16,6,84,28,70,29,1,8,1
16,8,32,28,24,13,1,3,1
16,7,57,28,28,15,1,8,1
16,5,147,61,21,42,1,2,1
16,1,254,222,175,126,1,3,1
16,3,153,28,93,44,1,8,1
16,2,616,28,65,50,1,8,1
16,4,233,28,42,18,1,8,1
17,6,84,28,70,29,1,8,1
17,7,57,28,28,15,1,8,1
17,5,147,61,21,42,1,2,1
17,8,32,28,24,13,1,3,1
17,3,153,28,93,44,1,8,1
17,2,617,28,65,47,1,8,1
17,1,263,218,174,123,1,3,1
