1,1,-11,510,43,103,1,3,1
1,1,-11,510,43,103,1,3,1
2,1,-11,510,43,103,1,3,1
3,1,-10,510,43,103,1,3,1
4,1,-10,510,43,103,1,3,1
5,1,-10,510,43,103,1,3,1
6,1,-9,510,43,103,1,3,1
7,1,-9,510,43,103,1,3,1
8,1,-9,510,43,103,1,3,1
9,1,-9,509,43,103,1,3,1
10,1,-8,509,43,103,1,3,1
11,1,-8,509,43,103,1,3,1
12,1,-8,508,43,103,1,3,1
13,1,-8,508,43,103,1,3,1
14,1,-8,508,43,103,1,3,1
15,1,-8,507,43,103,1,3,1
16,1,-7,507,43,103,1,3,1
17,1,-7,507,43,103,1,3,1
18,1,-7,507,43,103,1,3,1
19,1,-7,507,43,103,1,3,1
20,1,-7,507,43,103,1,3,1
21,1,-6,507,43,103,1,3,1
22,1,-6,507,43,103,1,3,1
23,1,-6,507,43,103,1,3,1
24,1,-6,506,43,103,1,3,1
25,1,-6,506,43,103,1,3,1
26,1,-6,506,43,103,1,3,1
27,1,-6,506,43,103,1,3,1
28,1,-6,506,43,103,1,3,1
29,1,-5,506,43,103,1,3,1
30,1,-5,505,43,103,1,3,1
31,1,-5,505,43,103,1,3,1
32,1,-5,505,43,103,1,3,1
33,1,-5,505,43,103,1,3,1
34,1,-5,505,43,103,1,3,1
35,1,-5,505,43,103,1,3,1
36,1,-5,505,43,103,1,3,1
37,1,-5,505,43,103,1,3,1
38,1,-5,505,43,103,1,3,1
39,1,-5,505,43,103,1,3,1
40,1,-5,505,43,103,1,3,1
41,1,-5,505,43,103,1,3,1
42,1,-5,505,43,103,1,3,1
43,1,-5,504,43,103,1,3,1
44,1,-5,504,43,103,1,3,1
45,1,-5,503,43,103,1,3,1
46,1,-5,503,43,103,1,3,1
47,1,-5,503,43,103,1,3,1
48,1,-5,503,43,103,1,3,1
49,1,-5,503,43,103,1,3,1
50,1,-5,503,43,103,1,3,1
51,1,-4,503,43,103,1,3,1
52,1,-4,503,43,103,1,3,1
53,1,-4,503,43,103,1,3,1
54,1,-4,503,43,103,1,3,1
55,1,-3,503,43,103,1,3,1
56,1,-3,502,43,103,1,3,1
57,1,-3,502,43,103,1,3,1
58,1,-3,502,43,103,1,3,1
59,1,-3,502,43,103,1,3,1
60,1,-3,502,43,103,1,3,1
61,1,-3,502,43,103,1,3,1
62,1,-3,502,43,103,1,3,1
63,1,-3,502,43,103,1,3,1
64,1,-3,502,43,103,1,3,1
65,1,-3,502,43,103,1,3,1
66,1,-3,502,43,103,1,3,1
67,1,-3,502,43,103,1,3,1
68,1,-3,502,43,103,1,3,1
69,1,-2,501,43,103,1,3,1
70,1,-2,501,43,103,1,3,1
71,1,-2,501,43,103,1,3,1
72,1,-2,501,43,103,1,3,1
73,1,-2,501,43,103,1,3,1
74,1,-2,501,43,103,1,3,1
75,1,-2,501,43,103,1,3,1
76,1,-2,501,43,103,1,3,1
77,1,-2,501,43,103,1,3,1
78,1,-2,501,43,103,1,3,1
79,1,-1,500,43,103,1,3,1
80,1,-1,500,43,103,1,3,1
81,1,-1,500,43,103,1,3,1
82,1,-1,500,43,103,1,3,1
83,1,-1,500,43,103,1,3,1
84,1,-1,500,43,103,1,3,1
85,1,-1,500,43,103,1,3,1
86,1,-1,500,43,103,1,3,1
87,1,0,499,43,103,1,3,1
88,1,0,499,43,103,1,3,1
89,1,0,499,43,103,1,3,1
90,1,0,499,43,103,1,3,1
91,1,0,499,43,103,1,3,1
92,1,0,499,43,103,1,3,1
93,1,0,499,43,103,1,3,1
94,1,0,499,43,103,1,3,1
95,1,0,499,43,103,1,3,1
96,1,0,499,43,103,1,3,1
97,1,0,499,43,103,1,3,1
98,1,0,499,43,103,1,3,1
99,1,0,499,43,103,1,3,1
100,1,0,499,43,103,1,3,1
1,2,933,28,42,10,1,3,1
2,2,933,28,42,10,1,3,1
3,2,933,28,42,10,1,3,1
4,2,933,28,42,10,1,3,1
5,2,933,28,42,10,1,3,1
6,2,933,28,42,10,1,3,1
7,2,933,28,42,10,1,3,1
8,2,933,28,42,10,1,3,1
9,2,933,28,42,10,1,3,1
10,2,933,28,42,10,1,3,1
11,2,933,28,41,10,1,3,1
12,2,933,28,41,10,1,3,1
13,2,933,28,41,10,1,3,1
14,2,933,28,41,10,1,3,1
15,2,933,28,41,10,1,3,1
16,2,933,28,41,10,1,3,1
17,2,933,28,41,10,1,3,1
18,2,933,28,41,10,1,3,1
19,2,933,28,41,10,1,3,1
20,2,933,28,41,10,1,3,1
21,2,933,28,41,10,1,3,1
22,2,933,28,41,10,1,3,1
23,2,933,28,41,10,1,3,1
24,2,933,28,41,10,1,3,1
25,2,933,28,41,10,1,3,1
26,2,933,28,41,10,1,3,1
27,2,933,28,41,10,1,3,1
28,2,933,28,41,10,1,3,1
29,2,933,28,41,10,1,3,1
30,2,933,28,41,10,1,3,1
31,2,933,28,41,10,1,3,1
32,2,933,28,41,10,1,3,1
33,2,933,28,41,10,1,3,1
34,2,933,28,41,10,1,3,1
35,2,933,28,41,10,1,3,1
36,2,933,28,41,10,1,3,1
37,2,933,28,41,10,1,3,1
38,2,933,28,41,10,1,3,1
39,2,933,28,41,10,1,3,1
40,2,933,28,41,10,1,3,1
41,2,933,28,41,10,1,3,1
42,2,933,28,41,10,1,3,1
43,2,933,28,41,10,1,3,1
44,2,933,28,41,10,1,3,1
45,2,933,28,41,10,1,3,1
46,2,933,28,41,10,1,3,1
47,2,933,28,41,10,1,3,1
48,2,933,28,41,10,1,3,1
49,2,933,28,41,10,1,3,1
50,2,933,28,41,10,1,3,1
51,2,933,28,41,10,1,3,1
52,2,933,28,41,10,1,3,1
53,2,933,28,41,10,1,3,1
54,2,933,28,41,10,1,3,1
55,2,933,28,41,10,1,3,1
56,2,933,28,41,10,1,3,1
57,2,933,28,41,10,1,3,1
58,2,933,28,41,10,1,3,1
59,2,933,28,41,10,1,3,1
60,2,933,28,41,10,1,3,1
61,2,933,28,41,10,1,3,1
62,2,933,28,41,10,1,3,1
63,2,933,28,41,10,1,3,1
64,2,933,28,41,10,1,3,1
65,2,933,28,41,10,1,3,1
66,2,933,28,41,10,1,3,1
67,2,933,28,41,10,1,3,1
68,2,933,28,41,10,1,3,1
69,2,933,28,41,10,1,3,1
70,2,933,28,41,10,1,3,1
71,2,933,28,41,10,1,3,1
72,2,933,28,41,10,1,3,1
73,2,933,28,41,10,1,3,1
74,2,933,28,41,10,1,3,1
75,2,933,28,41,10,1,3,1
76,2,933,28,41,10,1,3,1
77,2,933,28,41,10,1,3,1
78,2,933,28,41,10,1,3,1
79,2,933,28,41,10,1,3,1
80,2,933,28,41,10,1,3,1
81,2,933,28,41,10,1,3,1
82,2,933,28,41,10,1,3,1
83,2,933,28,41,10,1,3,1
84,2,933,28,41,10,1,3,1
85,2,933,28,41,10,1,3,1
86,2,933,28,41,10,1,3,1
87,2,933,28,41,10,1,3,1
88,2,933,28,41,10,1,3,1
89,2,933,28,41,10,1,3,1
90,2,933,28,41,10,1,3,1
91,2,933,28,41,10,1,3,1
92,2,933,28,41,10,1,3,1
93,2,933,28,41,10,1,3,1
94,2,933,28,41,10,1,3,1
95,2,933,28,41,10,1,3,1
96,2,933,28,41,10,1,3,1
97,2,933,28,41,10,1,3,1
98,2,933,28,41,10,1,3,1
99,2,933,28,41,10,1,3,1
100,2,933,28,41,10,1,3,1
18,3,1017,158,109,63,1,3,1
19,3,1014,157,109,63,1,3,1
20,3,1010,155,109,63,1,3,1
21,3,1006,154,109,63,1,3,1
22,3,1002,152,109,63,1,3,1
23,3,998,151,109,63,1,3,1
24,3,993,150,109,63,1,3,1
25,3,990,148,109,63,1,3,1
26,3,986,147,109,63,1,3,1
27,3,982,145,109,63,1,3,1
